conversation_id_str,created_at,favorite_count,text,id,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,keyword_sumber,label
1976778025502228751,2025-10-10T22:33:31.000Z,0,"@Untuk_Pelupa Memang menyedihkan melihat anak-anak menangis karena saudaranya kelaparan di rumah. Program MBG justru menjadi langkah konkret untuk mengatasi kemiskinan struktural seperti itu. Sejak kemerdekaan, tingkat kemiskinan Indonesia telah turun drastis menjadi 8,47% pada Maret 2025",1976778146361016545,,Untuk_Pelupa,in,,0,0,1,https://x.com/grok/status/1976778146361016545,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1976770636531089900,2025-10-10T22:03:41.000Z,0,"Reform on a Plate

Indonesia 11 Oktober 2025
#stamps #philately #eBay #NFT  #marketingagency #Expo #art #network
SHP REFORMASI
09.09.99:09
Asembagus, 68373
Situbondo Jawa Timur
Presiden DPR RI APBN BUMN NKRI BPJS  MBG Trade Festival Galaxy London Shanghai Singapore Denpasar TXT X https://t.co/57BolnO0z8",1976770636531089900,https://pbs.twimg.com/media/G27maofbwAAC1Nh.jpg,,in,,0,0,0,https://x.com/wongkhojin/status/1976770636531089900,1282189671728967681,wongkhojin,mbg_02_MBG_2025.csv,
1976596069237526579,2025-10-10T17:02:00.000Z,0,"@SUARAKRISTEN1 @tempodotco Tiga lembaga yang dimaksud: Badan Gizi Nasional (BGN), Kementerian Kesehatan (Kemenkes), dan Badan Pengawas Obat dan Makanan (BPOM). Data korban keracunan MBG hingga Sept 2025: BGN ~6.457, Kemenkes ~5.207, BPOM ~9.089.

Yang paling valid? Sulit ditentukan karena metode",1976694715379814864,,SUARAKRISTEN1,in,,0,0,0,https://x.com/grok/status/1976694715379814864,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1976617603666768297,2025-10-10T16:03:45.000Z,0,"@SUARAKRISTEN1 @Metro_TV @KPK_RI Berdasarkan sumber terverifikasi, penutupan SPPG di Polman karena keterlambatan pengajuan proposal dana ke BGN, bukan pengurangan anggaran. Untuk keracunan MBG, Kemenkes catat 11.660 kasus hingga Oktober 2025, disebabkan masalah higiene dan pengolahan. Ada desakan investigasi,",1976680058954862796,,SUARAKRISTEN1,in,,0,0,0,https://x.com/grok/status/1976680058954862796,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1976637944955052218,2025-10-10T13:16:24.000Z,1,"JAMBI HARI INI : (Jum'at, 10 Oktober 2025), Program MBG Memberikan Manfaat Besar Bagi Siswa.#News #jhi #JambiHariIni #TVRIJambi #MediaPemersatuBangsa https://t.co/ciuYtUMsIS",1976637944955052218,https://pbs.twimg.com/amplify_video_thumb/1976628996923412480/img/NPHuK5pMGfIiOfcW.jpg,,in,,0,0,0,https://x.com/TVRI_Jambi/status/1976637944955052218,4033965440,TVRI_Jambi,mbg_02_MBG_2025.csv,
1976604180438725061,2025-10-10T11:02:15.000Z,3,"Everything is political, termasuk apa yang ada di piring kita hari ini. Begitu juga dengan Program Makan Bergizi Gratis (MBG) yang berjalan sejak Januari 2025. https://t.co/oSN4mlTkrM",1976604185027346712,https://pbs.twimg.com/media/G25IBbpa4AAZQJy.jpg,magdaleneid,in,,0,1,0,https://x.com/magdaleneid/status/1976604185027346712,1521159020,magdaleneid,mbg_02_MBG_2025.csv,
1976569887029174555,2025-10-10T08:55:39.000Z,0,"@queerstron3000 adoeh, kangen benar vibez sekolah tahoen 2025 itoe… doeloe kita ambil mbg oentoek sarapan pagi",1976572322242007295,,queerstron3000,in,,0,2,0,https://x.com/deeyzwn/status/1976572322242007295,1615762156632563714,deeyzwn,mbg_02_MBG_2025.csv,
1976569895711330800,2025-10-10T08:46:00.000Z,0,"https://t.co/VB2Fgrsd6h
""Kalau program MBG diukur dalam hitungan bulan tentu saja tidak terlalu fair,"" kata Muzani saat menutup Musyawarah Nasional Perempuan Indonesia Raya di Jakarta pada Jumat, 10 Oktober 2025.",1976569895711330800,,,in,,0,0,0,https://x.com/thefizkiestOXwi/status/1976569895711330800,1593182613589880832,thefizkiestOXwi,mbg_02_MBG_2025.csv,
1976421470072082554,2025-10-09T22:56:13.000Z,0,Perkembangan terkini kejadian puluhan siswa keracunan diduga dari makanan paket Makan Bergizi Gratis (MBG) di Martapura Kabupaten Banjar. (09/10/2025) https://t.co/cONnZaPtfB,1976421470072082554,https://pbs.twimg.com/ext_tw_video_thumb/1976420524671762433/pu/img/ofDw1jPM8wXgAIoF.jpg,,in,,0,1,0,https://x.com/PolresBanjar/status/1976421470072082554,785286339407196160,PolresBanjar,mbg_02_MBG_2025.csv,
1976407625664430221,2025-10-09T22:01:12.000Z,0,"Reform on a Plate

Indonesia 10 Oktober 2025
#stamps #philately #eBay #NFT  #marketingagency #Expo #art #network
SHP REFORMASI
09.09.99:09
Asembagus, 68373
Situbondo Jawa Timur
Presiden DPR RI APBN BUMN NKRI BPJS  MBG Trade Festival Galaxy Paris Shanghai Singapore Denpasar TXT X https://t.co/li1ycJAekv",1976407625664430221,https://pbs.twimg.com/media/G22cQsKaAAAAsUJ.jpg,,in,,0,0,0,https://x.com/wongkhojin/status/1976407625664430221,1282189671728967681,wongkhojin,mbg_02_MBG_2025.csv,
1976407454553608577,2025-10-09T22:00:31.000Z,22,"GN

$MBG Snapshot is set
🗓️ 30 Nov 2025 | 12:00 UTC
   • $150,000 prize pool

50 days left climb the ranks and secure your share.

🥇 1–10: $5k each
🥈 11–50: $1k each
🥉 51–200: $400 each

Every yap matters keep pushing

@multibank_io https://t.co/qa2tw7V1Ga",1976407454553608577,https://pbs.twimg.com/media/G22cGJsXYAAIA4E.jpg,,en,,0,7,5,https://x.com/Imamu_Sheka/status/1976407454553608577,1496792680139005954,Imamu_Sheka,mbg_02_MBG_2025.csv,
1976390590977003624,2025-10-09T20:53:31.000Z,6,"🚨 Snapshot Alert for Kaito Yappers 🔊

@multibank_io has announced the $MBG Kaito Snapshot  date📸

📅 Date: Nov 30, 2025
🕒 Time: 12:00 UTC
💰 Reward Pool: 150,000 USDT

Top Yappers get paid  👇
🥇 Rank 1-10 → $5,000 each
🥈 Rank 11-50 → $1,000 each
🥉 Rank 51-200 → $400",1976390590977003624,,,en,,0,0,5,https://x.com/connectomukul/status/1976390590977003624,1442176385066225667,connectomukul,mbg_02_MBG_2025.csv,
1976365446501892408,2025-10-09T19:13:36.000Z,8,"Snapshot Alert,

 The $MBG Token Kaito Snapshot is officially set!
 
📅Date: 30th Nov 2025
🕒Time: 12:00 UTC
💰Reward Pool: 150,000 USDT
Keep yapping and climb the $MBG Kaito leaderboard! The more you engage, the bigger your rewards.
 
Check your ranking on Kaito.
@multibank_io https://t.co/oK4gn92e4F",1976365446501892408,https://pbs.twimg.com/media/G2115CmXsAARED4.jpg,,en,,0,1,1,https://x.com/MusaRogo0/status/1976365446501892408,1595539725670129664,MusaRogo0,mbg_02_MBG_2025.csv,
1976358796499788270,2025-10-09T18:47:10.000Z,50,"$MBG is built different.

It powers the @multibank_io ecosystem backed by $29B in assets and $35B+ daily turnover. H1 2025 results hit $209M in revenue, up 20% year over year.

Real utility. Real growth. Real backing.

Join the $MBG community: https://t.co/25989iaDVm…

This is https://t.co/KPJIwfY0LX",1976358796499788270,https://pbs.twimg.com/media/G21v2KNXoAAHFVX.jpg,,en,,0,62,1,https://x.com/Michigan409/status/1976358796499788270,1454428668328034305,Michigan409,mbg_02_MBG_2025.csv,
1976079620706533785,2025-10-09T16:08:32.000Z,54,"@buzzboyz28 Jangan lupa serap Anggaran BLT saja. LUMAYAN, tidak memanjakan pengangguran/ tidak tepat sasaran, kalau BLT 200 TRILIUN. Orang yg nganggur nanti bakalan cari kerja.  Penyerapan anggaran MBG selama 8 bulan pd tahun ini terserap Rp 13 triliun. Padahal, anggaran 2025 Rp 71 triliun",1976318876045787150,,Worderwomann,in,,0,2,2,https://x.com/00011pr/status/1976318876045787150,1963201405264777216,00011pr,mbg_02_MBG_2025.csv,
1976318330886852853,2025-10-09T16:06:22.000Z,0,"Korps HMI-Wati (Kohati) Jember menyoroti kasus dugaan keracunan makanan yang dialami 16 siswa SDN 05 Sidomekar, Semboro, pada September 2025 lalu. Insiden ini terjadi usai para siswa mengonsumsi makanan dari program MBG yang dicanangkan pemerintah pusat.https://t.co/WePLyeIk80",1976318330886852853,,,in,,0,5,0,https://x.com/kissfmjember/status/1976318330886852853,104459733,kissfmjember,mbg_02_MBG_2025.csv,
1976305386417422616,2025-10-09T15:14:56.000Z,3,"Sebanyak lima siswa SMP Negeri 1 Tawangmangu harus dirujuk ke RSUD Karanganyar setelah mengalami gejala dehidrasi berat akibat diduga keracunan makanan program Makan Bergizi Gratis (MBG).

Sebelumnya, total 63 siswa dari dua sekolah—yakni SD Negeri 3 Ngeblak dan SMP Negeri 1 https://t.co/5aX8IejDE0",1976305386417422616,https://pbs.twimg.com/amplify_video_thumb/1976305320172593152/img/E8T92XgD9vlLGarT.jpg,,in,,0,5,1,https://x.com/Pandugaid/status/1976305386417422616,1714317154039083009,Pandugaid,mbg_02_MBG_2025.csv,
1976289714538938651,2025-10-09T15:02:25.000Z,30,"@mangdeden196280 @Dennysiregar7 Prof Fery (Ferry Latuhihin) menyatakan pertumbuhan ekonomi RI hanya 5%, tertinggal dari Vietnam &amp; India, kritik program MBG boros, prediksi stagnasi 2026. Purbaya (Menkeu) sebut ekonomi resilien dg pertumbuhan 5,12% (Q2 2025), inflasi stabil 2,31%, kebijakan suku bunga turun",1976302234339246305,,mangdeden196280,in,,1,5,3,https://x.com/grok/status/1976302234339246305,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1976079620706533785,2025-10-09T14:57:45.000Z,0,"@jokododo489 @buzzboyz28 Ya, berita ini benar. Menurut laporan https://t.co/nNwkmhl7KS (19 Sep 2025) dan sumber lain seperti CNN Indonesia, Menteri Keuangan Purbaya Yudhi Sadewa memang mengancam alihkan anggaran MBG jika penyerapannya rendah, untuk bayar utang atau kurangi defisit. Ada pro-kontra, tapi",1976301062178078899,,jokododo489,in,,0,0,0,https://x.com/grok/status/1976301062178078899,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1976293463353122958,2025-10-09T14:28:32.000Z,0,@KierianV @multibank_io @MetaWin 2025? Gotta set a reminder for that $MBG snapshot lol. Thanks!,1976293710372782193,,KierianV,en,,0,0,0,https://x.com/jezxiio/status/1976293710372782193,111087488,jezxiio,mbg_02_MBG_2025.csv,
1976262465903354292,2025-10-09T12:24:23.000Z,0,"Program Makan Bergizi Gratis (MBG) di Kecamatan Tawangmangu, Kabupaten Karanganyar, kembali menjadi sorotan setelah puluhan siswa mengalami gejala keracunan usai menyantap menu yang disediakan pada Kamis (9/10/2025).

Salah satu korban, Setya Ratriningrum, siswi SMP Negeri 1 https://t.co/1B2xLh8cmU",1976262465903354292,https://pbs.twimg.com/media/G20WoQ0aAAEfDAg.jpg,,in,,0,0,0,https://x.com/Melihat_Indo/status/1976262465903354292,48359478,Melihat_Indo,mbg_02_MBG_2025.csv,
1976260090564051133,2025-10-09T12:14:57.000Z,8,"Belasan pelajar Yayasan Raudhatul Muttaqin, Desa Kebonpeteuy, Kecamatan Gekbrong, Kabupaten Cianjur, terpaksa harus dilarikan ke Puskesmas setelah mengalami gejala keracunan usai menyantap Makan Begizi Gratis (MBG)...

Dari belasan pelajar yang mengalami gejala pusing, mual dan https://t.co/WZjaumr5X5",1976260090564051133,https://pbs.twimg.com/media/G20WE-6bsAAfddA.jpg,,in,,0,11,6,https://x.com/ferizandra/status/1976260090564051133,80559922,ferizandra,mbg_02_MBG_2025.csv,
1976257604776341567,2025-10-09T12:05:04.000Z,2,"Set the Date: Nov 30th, 2025, 12:00 UTC

The snapshot for @multibank_io's Kaito LB is set !

With $150k as reward, it will probably get crowded on this LB ! 

Top 200 payed means a few hundred USD will be a good haul.

Let's see the timeline go wild with $MBG.",1976257604776341567,,,en,,0,1,0,https://x.com/CuzmanovS/status/1976257604776341567,1045315329356910592,CuzmanovS,mbg_02_MBG_2025.csv,
1976255766584856787,2025-10-09T11:57:46.000Z,255,"📢 Snapshot Alert, Kaito Yappers!
 
The $MBG Token Kaito Snapshot is officially set! ✅
 
📅 Date: 30th Nov 2025
🕒 Time: 12:00 UTC
💰 Reward Pool: 150,000 USDT
Keep yapping and climb the $MBG Kaito leaderboard! The more you engage, the bigger your rewards. 💰🔥
 
Check your https://t.co/yKn2XTefZY",1976255766584856787,https://pbs.twimg.com/media/G20SJLAaYAA817w.jpg,,en,,39,113,20,https://x.com/multibank_io/status/1976255766584856787,1331248869527654405,multibank_io,mbg_02_MBG_2025.csv,
1976251349731049632,2025-10-09T11:40:13.000Z,0,"Menteri Keuangan,Purbaya Yudhi Sadewa menegaskan pemerintah tidak akan ragu memangkas anggaran program Makan Bergizi Gratis (MBG) jika hingga akhir Oktober 2025 belum terserap optimal. Menkeu menekankan bahwa dirinya ingin melihat seberapa efektif Badan Gizi Nasional (BGN) https://t.co/0ofVRJm3Xu",1976251349731049632,https://pbs.twimg.com/media/G20N4njboAAWlHH.jpg,,in,,0,0,0,https://x.com/RadioElshinta/status/1976251349731049632,121640063,RadioElshinta,mbg_02_MBG_2025.csv,
1976223605865447713,2025-10-09T09:50:36.000Z,1,"@arifin34533 Ya, berdasarkan laporan terbaru dari JPPI dan media seperti Kompas serta Detik hingga 9 Oktober 2025, kasus keracunan MBG masih terjadi, dengan total korban mencapai lebih dari 10.000 anak. Pemerintah melaporkan data secara internal, tapi belum ada konfirmasi resmi penghentian.",1976223763260981622,,arifin34533,in,,0,0,0,https://x.com/grok/status/1976223763260981622,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1976222461789339705,2025-10-09T09:45:25.000Z,244,"SISWA DI TAWANGMANGU KARANGANYAR HARUS DIRAWAT MEDIS USAI MAKAN MBG

Puluhan siswa dari jenjang TK, SD, dan SMP di Kecamatan Tawangmangu, Kab Karanganyar, Jateng, dilaporkan mengalami gejala keracunan makanan usai mengonsumsi menu program MBG, Kamis (9/10/2025). https://t.co/eWsCKAEnSW",1976222461789339705,https://pbs.twimg.com/ext_tw_video_thumb/1976222337159880704/pu/img/9MjeNnW4hWES9pXm.jpg,,in,,8,53,180,https://x.com/NenkMonica/status/1976222461789339705,1040306964100669440,NenkMonica,mbg_02_MBG_2025.csv,
1976150415407219169,2025-10-09T04:59:08.000Z,326,"Purbaya Effect

Studi ini bertujuan untuk menganalisis sentimen publik terhadap kebijakan dan kepemimpinan Menteri Keuangan Republik Indonesia, Purbaya Yudhi Sadewa, yang resmi menjabat sejak September 2025 menggantikan Sri Mulyani Indrawati. 

Dengan memanfaatkan pendekatan",1976150415407219169,,,in,,2,2,63,https://x.com/ismailfahmi/status/1976150415407219169,34075325,ismailfahmi,mbg_02_MBG_2025.csv,
1976143635520582100,2025-10-09T04:32:15.000Z,0,"Berdasarkan catatan Jaringan Pemantau Pendidikan Indonesia (JPPI), pada akhir September, jumlah korban keracunan MBG telah mencapai 8.649 anak. Menurut pantauan CISDI, korban keracunan MBG terjadi di 52 kota/kabupaten di Indonesia per September 2025. https://t.co/R0NhsmIE4o",1976143650603270527,https://pbs.twimg.com/media/G2ysLUAbkAA8gBS.jpg,y_kalyanamitra,in,,0,1,0,https://x.com/y_kalyanamitra/status/1976143650603270527,266428454,y_kalyanamitra,mbg_02_MBG_2025.csv,
1976113848873779348,2025-10-09T03:40:14.000Z,0,"@NayDonuts Program MBG telah menciptakan 290 ribu lapangan kerja baru sambil menjangkau 20 juta penerima manfaat hingga Agustus 2025, membuktikan komitmen pemerintah dalam membangun ekonomi inklusif dan generasi sehat.",1976130558095724974,,NayDonuts,in,,0,0,0,https://x.com/AnettePeri/status/1976130558095724974,2323973504,AnettePeri,mbg_02_MBG_2025.csv,
1976126624702837132,2025-10-09T03:24:36.000Z,1,"Danramil 14/Minggir Sleman Melihat dari Dekat Proses Penyiapan MBG

Sleman --- Komandan Koramil 14/Minggir Jajaran Kodim 0732/Sleman Kapten Arm Irwan  meninjau Satuan Pelayanan Pemenuhan Gizi (SPPG) di Sendangagung Minggir Sleman,Kamis (9/10/2025). https://t.co/CN3F9JGdpj",1976126624702837132,https://pbs.twimg.com/media/G2ycsANbkAAA49V.jpg,,in,,0,0,0,https://x.com/koramil07ngp/status/1976126624702837132,1680914369004335104,koramil07ngp,mbg_02_MBG_2025.csv,
1976076798866907231,2025-10-09T03:04:50.000Z,0,"@BuYungBin1 @AraituLaki @RagilSemar Berdasarkan data APBN 2025 dari Kemenkeu: Bansos (perlinsos) Rp503,2T, subsidi energi Rp203,4T (BBM/LPG Rp113,7T, listrik Rp89,7T), MBG Rp71T.

Potensi efisiensi dari sumber beragam (Kompas, Tempo, CSIS): Bansos hingga 45% tidak tepat sasaran (~Rp14-17T spesifik, potensi lebih",1976121650237288826,,BuYungBin1,in,,0,0,0,https://x.com/grok/status/1976121650237288826,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1976100386814689498,2025-10-09T01:40:21.000Z,1,"Danramil 07/Sentolo Kodim 0731/Kulon Progo Kapten Inf Kusbandono bersama Forkopimkap Sentolo, Rabu (8/10/2025), kunjungi Dapur MBG Asrama Makobrimob Sentolo, dilanjutkan pengecekan pendistribusian makanan ke SD Negeri Dlaban, Kalurahan Sentolo, Kapanewon Semtolo. https://t.co/zONekFVBjZ",1976100386814689498,https://pbs.twimg.com/media/G2yE0mSaUAALXZC.jpg,,in,,0,0,0,https://x.com/pendim0731/status/1976100386814689498,710626216135491584,pendim0731,mbg_02_MBG_2025.csv,
1976100195705421885,2025-10-09T01:39:35.000Z,17,"Baru saja Masbup @hamenang
menyampaikan perihal MBG di daerahnya untuk terhindar dari keracunan masal.
Malah kini sejumlah siswa SMPN 1 Wedi, Klaten, Jawa Tengah dilarikan ke puskesmas karena keracunan MBG.

Rabu 08 Okt. 2025
https://t.co/yLQ5bP22SK",1976100195705421885,https://pbs.twimg.com/amplify_video_thumb/1975864733774626816/img/TT3sdJkcS02Jkgf0.jpg,,in,,2,10,10,https://x.com/TaliUdeng/status/1976100195705421885,272817152,TaliUdeng,mbg_02_MBG_2025.csv,
1976096287230664912,2025-10-09T01:24:03.000Z,1,"Danramil 07/Sentolo Kodim 0731/Kulon Progo Kapten Inf Kusbandono bersama Forkopimkap, Rabu (8/10/2025), berkunjung ke Dapur MBG Mama Cita di Padukuhan Mertan, Kalurahan Sukoreno, Kapanewon Sentolo, untuk pengawasan pengelolaan dan penyajian makanan untuk ke sekolah-sekolah. https://t.co/To3dq1Q4HT",1976096287230664912,https://pbs.twimg.com/media/G2yA_GcaQAA6G_h.jpg,,in,,0,0,0,https://x.com/pendim0731/status/1976096287230664912,710626216135491584,pendim0731,mbg_02_MBG_2025.csv,
1976093973698736380,2025-10-09T01:14:52.000Z,1,"Babinsa Palihan Koramil 02/Temon Kodim 0731/Kulon Progo Kopka Madyono, Rabu (8/10/2025), monitoring pendistribusian 2751 porsi makan bergizi yang dikelola Dapur MBG Yayasan Patriot Bangsa Mandiri Palihan, ke sekolah-sekolah penerima program MBG, berlangsung dengan lancar. https://t.co/1FePAsiynQ",1976093973698736380,https://pbs.twimg.com/media/G2x-_cuaAAEGiom.jpg,,in,,0,0,0,https://x.com/pendim0731/status/1976093973698736380,710626216135491584,pendim0731,mbg_02_MBG_2025.csv,
1976052239249883397,2025-10-08T22:29:01.000Z,0,Pemerintah melalui Kementerian Kesehatan (Kemenkes) resmi menerbitkan Surat Edaran Nomor HK.02.02/C.I/4202/2025 tentang Percepatan Penerbitan Sertifikat Laik Higiene Sanitasi (SLHS) bagi Satuan Pelayanan Pemenuhan Gizi (SPPG) dalam program Makan Bergizi Gratis (MBG). https://t.co/aO1lp4Fbnv,1976052239249883397,https://pbs.twimg.com/media/G2xZCeEaAAAo2cx.jpg,,in,,0,0,0,https://x.com/SuaraHati132822/status/1976052239249883397,1975115860273778688,SuaraHati132822,mbg_02_MBG_2025.csv,
1976048659923075207,2025-10-08T22:14:48.000Z,0,"Bupati Sumedang H. Dony Ahmad Munir meninjau pelaksanaan Program Makan Bergizi (MBG) sekaligus melihat kondisi fasilitas di SD Sukakerta, Desa Bojongjati, Kecamatan Sumedang Utara, Rabu, 8 Oktober 2025
.
k. https://t.co/bEoXdTMDuh",1976048659923075207,https://pbs.twimg.com/ext_tw_video_thumb/1976048552427257856/pu/img/ObWVrqmd5CSPuEta.jpg,,in,,0,2,0,https://x.com/humas_smd/status/1976048659923075207,1108283556441157633,humas_smd,mbg_02_MBG_2025.csv,
1975999029600518203,2025-10-08T18:57:35.000Z,0,"Menu MBG yang dibagikan pada Rabu 8 Oktober 2025 di Desa Nganten, Kecamatan Soko, Kab. Tuban Jawa Timur serba rebusan
Isi menu hanya berisi rebusan sosis, ayam rebus, makaroni belum matang, dan edamame

Viral, Menu MBG di Soko Tuban Serba Rebusan Dinilai Salah Konsep https://t.co/qEyVgVwWcG",1975999029600518203,https://pbs.twimg.com/media/G2woEHsaAAII9qt.png,,in,,0,0,0,https://x.com/BolaNaga/status/1975999029600518203,53713023,BolaNaga,mbg_02_MBG_2025.csv,
1975992718204731604,2025-10-08T18:32:30.000Z,0,"Salah seorang wali murid SDN 1 Peusing, di Kec. Jalaksana Kab.Kuningan Jawa Barat mengeluhkan dengan sajian MBG karena tahu basi. 
Keluhan paket MBG pada Rabu 8/10/2025 di antaranya ayam katsu, tahu dgn kondisi kadaluarsa alias basi, sayur wortel - waluh &amp; buah kelengkeng 3 butir https://t.co/EOve03DiH8",1975992718204731604,https://pbs.twimg.com/media/G2wi5ZlacAAya-K.png,,in,,0,0,0,https://x.com/BolaNaga/status/1975992718204731604,53713023,BolaNaga,mbg_02_MBG_2025.csv,
1975924455223521397,2025-10-08T15:06:26.000Z,0,"@NurRohi03920969 @cakimiNOW @uni_eropa @WhiteHouse Benar, food tray MBG awalnya impor dari China (dikonfirmasi BPJPH pas cek halal di sana, bebas kandungan babi). Tapi pemerintah lagi dorong produksi lokal lewat penghapusan izin impor bahan baku, biar UMKM bisa bersaing (sumber: https://t.co/KStD9dvgIB, Juli 2025). Kemandirian",1975940856722137473,,NurRohi03920969,in,,0,1,0,https://x.com/grok/status/1975940856722137473,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1975924455223521397,2025-10-08T15:03:13.000Z,0,"@NurRohi03920969 @cakimiNOW @uni_eropa @WhiteHouse Proyeksi kebutuhan beras hingga 2029 (akhir periode Prabowo) ~26-27 jt ton/tahun (sumber: Outlook Padi 2024 Kementan). Produksi diprediksi ~31 jt ton/tahun dengan surplus ~5 jt ton, plus tambahan 10 jt ton dari Food Estate.

GovTech (diluncurkan Agustus 2025) hasilkan integrasi",1975940049423450259,,NurRohi03920969,in,,0,1,0,https://x.com/grok/status/1975940049423450259,1720665183188922368,grok,mbg_02_MBG_2025.csv,
1975872226625765606,2025-10-08T10:33:43.000Z,4,"Sebanyak 13 siswa SMP Negeri 1 Wedi, Kabupaten Klaten, Jawa Tengah, dilaporkan mengalami gejala keracunan makanan usai mengonsumsi menu Makan Bergizi Gratis (MBG) pada Rabu (8/10/2025)... 

Hal ini dikonfirmasi oleh Kepala Dinas Kesehatan Klaten, Anggit Budiarto, dalam wawancara https://t.co/fTdG9J0EaB",1975872226625765606,https://pbs.twimg.com/media/G2u1UVfboAAev--.jpg,,in,,0,0,2,https://x.com/ferizandra/status/1975872226625765606,80559922,ferizandra,mbg_02_MBG_2025.csv,
1975865300920005043,2025-10-08T10:06:12.000Z,0,"#HaloSedare, Loka POM di Kabupaten Belitung

Selasa, 7 Oktober 2025, Loka POM di Kab. Belitung melakukan koordinasi ke SPPG di Kab. Belitung Timur, meliputi SPPG Kampit dan SPPG Kurnia Jaya untuk memastikan program MBG telah sesuai dengan syarat keamanan pangan. https://t.co/Su6OJaY6iA",1975865300920005043,https://pbs.twimg.com/media/G2uvBPtaUAAi7Rs.jpg,,in,,0,1,0,https://x.com/bpombelitung/status/1975865300920005043,1233563159161556992,bpombelitung,mbg_02_MBG_2025.csv,
1975864886833057817,2025-10-08T10:04:33.000Z,71,"Lagi-lagi keracunan MBG..!

Sejumlah siswa SMPN 1 Wedi, Klaten, Jawa Tengah dilarikan ke puskesmas karena keracunan MBG.

Rabu 08 Okt. 2025 https://t.co/J7TgoCjJy1",1975864886833057817,https://pbs.twimg.com/amplify_video_thumb/1975864733774626816/img/TT3sdJkcS02Jkgf0.jpg,,in,,1,11,35,https://x.com/BiLLRaY2019/status/1975864886833057817,1159475566069731331,BiLLRaY2019,mbg_02_MBG_2025.csv,
1975836035402863007,2025-10-08T08:09:54.000Z,0,"Sejumlah siswa SMP Negeri 1 Wedi, Kab. Klaten, Jawa Tengah, diduga mengalami keracunan Makan Bergizi Gratis MBG rabu (8/10/2025). Mereka mulai dilarikan ke Puskesmas Kecamatan Wedi sekitar pukul 12.00 WIB

Diduga Alami Keracunan, Sejumlah Siswa Dilarikan ke Puskesmas Wedi Klaten https://t.co/omheKdsZVK",1975836035402863007,https://pbs.twimg.com/media/G2uT2dwbIA0HAkm.png,,in,,0,0,0,https://x.com/BolaNaga/status/1975836035402863007,53713023,BolaNaga,mbg_02_MBG_2025.csv,
1975815733620969754,2025-10-08T06:49:14.000Z,1,"SURAKARTA, https://t.co/3xo7SyAXsl  – Gubernur Jawa Tengah, Ahmad Luthfi mengecek langsung kondisi dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) untuk Makan Bergizi Gratis (MBG) di Jebres, Kota Surakarta, Rabu, 8 Oktober 2025.

https://t.co/IsYif0Q0jf https://t.co/7VUYD41lqV",1975815733620969754,https://pbs.twimg.com/media/G2uB8GsbIAM5KpQ.jpg,,in,,0,1,0,https://x.com/suarasolo_id/status/1975815733620969754,1948601752191983616,suarasolo_id,mbg_02_MBG_2025.csv,
